Country;Latitude;Longitude;Eastings_X;Northings_Y;Region;Site;Architecture;Architecture_note;LabNumber;C14;STD;Delta13C;Delta15N;MarineResources;AquaticResources;DeltaR;DeltaRErr;Food.source;Material;Context;Context_summary;Source;MainBibliography;Bibliography;Observations;Excluded;Reason_for_exclusion
Spain;42,57060164;-2,566025068;1028153;4733238;Ebro basin;Dolmen de Alto de la Huesera;Passage grave;n/a;Beta-321420;4100;30;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;No;n/a
Spain;38,6911;-6,41778;724584;4285663;South;Huerta Montero;Tholos;n/a;GrN-16955;4220;100;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Reuse of the chamber;Chamber;Garcia Sanjuan et al 2011, Tab 3;Blasco, Ortiz 1991;Garcia Sanjuan et al 2011;n/a;No;n/a
Spain;37,6722;-6,72556;700588;4171879;South;La Paloma;Dolmen;Longitudinal gallery;Beta-150153;4220;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Garcia Sanjuan et al 2011;Nocete et al 2004;Garcia Sanjuan et al 2011/Nocete Calvo et al 2005;n/a;No;n/a
Spain;36,38639972;-5,732422387;793103;4031768;South;Paraje de Monte Bajo 4;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-233956;4220;40;-25,1;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Tomb 4;Funerary area;Garcia Sanjuan et al 2011;n/a;Garcia Sanjuan et al 2011;Geographic coordinates approximated;No;n/a
Portugal;39,2916;-9,3292;471611;4349188;Tagus basins;Pai Mogo 1;Tholos;n/a;Sac-1782;4100;60;-20;n/a;n/a;n/a;n/a;n/a;C3 plants mainly;Human bone;Chamber;Chamber;Silva 2002/Waterman 2012;n/a;Silva 2002/Waterman 2012;n/a;No;n/a
Spain;40,11161586;-3,851613377;938849;4452867;Tagus basins;Valdelasilla -St. 500;Grave;Circular pit;Beta-684428;4100;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Premolar;Position secondary;Barroso et al. 2026;Barroso et al. 2026;Barroso et al. 2026;n/a;No;n/a
Spain;43,52;-5,78639;759723;4823580;North;Monte Areo XXII;Dolmen;n/a;UtC-7221;4103;43;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Organic material;n/a;n/a;Arias Cabal et al 2000, 131;n/a;Arias Cabal et al 2000, 131;n/a;No;n/a
Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;n/a;OxA-32299;4222;28;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Megalithic grave;Funerary area;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;No;n/a
Spain;41,4977739;2,126926438;1429410;4654217;East;Carrer de Paris;Rock-cut-tomb, artificial cave & hypogeum;n/a;UBAR-817;4110;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Soriano 2016;n/a;Soriano 2016;n/a;No;n/a
Portugal;38,7734;-9,28713;475057;4291670;Tagus basins;Agualva;Tholos;n/a;Beta-239754;4110;40;-19,5;8,1;12;15;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber;Chamber;Boaventura 2009/Carvalho 2015/Guiry 2016;n/a;Boaventura 2009/Carvalho 2015/Guiry 2016;n/a;No;n/a
Portugal;38,706541;-9,377149;467207;4284279;Tagus basins;Alapraia 4;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-178461;4110;40;-18,7;n/a;n/a;n/a;n/a;n/a;Mainly meat;Human bone;n/a;n/a;Gonvßalves 2005;Gonvßalves 2005;Lozano Medina 2017;n/a;No;n/a
Portugal;38,7696422;-9,267434851;476767;4291247;Tagus basins;Estria;Passage grave;n/a;Beta-228578;4110;40;-20;8,2;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber;Chamber;Boaventura 2009;n/a;Boaventura 2009;n/a;No;n/a
Spain;36,96579663;-2,521828081;1077002;4110741;South;Los Millares 57;Tholos;n/a;CNA4440;4240;30;-18,9;9,8;n/a;n/a;n/a;n/a;n/a;Human bone;Funerary chamber;Chamber;Molina González et al. 2020;n/a;Molina González et al. 2020;Geographic coordinates approximated;No;n/a
Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;n/a;CNA-585;4250;35;-20,6;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Fernandez Flores, Aycart 2013/Bayliss et al 2016;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;No;n/a
Spain;38,10186836;-1,857287244;1126630;4241290;South;Camino del Molino;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-244973;4260;60;-19,4;9,5;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Lomba et al 2009;Lomba et al 2009;Lozano Medina 2017/Lomba et al 2009;n/a;No;n/a
Spain;37,36263292;-2,352540091;1088993;4155889;South;Llano del Jauton 6;Rundgraber & calero tomb;With corridor;SUERC-69021;4264;29;-19;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Tomb 6;Funerary area;Aranda Jimenez et al 2017;n/a;Aranda Jimenez et al 2017;Geographic coordinates approximated;No;n/a
Portugal;38,4351;-7,4419;635988;4255241;South;Santa Margarida 3;Passage grave;n/a;Beta-166422;4270;40;-20;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Gonvßalvez 2003;n/a;Gonvßalvez 2003;n/a;No;n/a
Portugal;38,4351;-7,4419;635988;4255241;South;Santa Margarida 3;Passage grave;n/a;Beta-166416;4270;40;-19,8;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Gonvßalvez 2003;n/a;Gonvßalvez 2003;n/a;No;n/a
Portugal;41,2031;-8,009;583088;4561776;Duero basins;Chã da Parada 1;Passage grave;n/a;ICEN-409;4130;45;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement layer 4 pheriphery monument;Mound soil;Boaventura 2009;Cruz 1995;Boaventura 2009/Cruz 1995;n/a;No;n/a
Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;n/a;CNA-1303;4277;31;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Megalithic grave;Funerary area;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Garcia Sanjuan et al 2013;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;No;n/a
Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;n/a;OxA-32370;4277;30;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;No;n/a
Spain;37,40943951;-6,058968675;760301;4144355;South;Montelirio_Structure 10042-10049;Tholos;n/a;CNA-1303;4277;31;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber 10042;Chamber;Garcia Sanjuan et al 2008;n/a;Garcia Sanjuan et al 2008;Geographic coordinates approximated;No;n/a
Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;n/a;OxA-28245;4279;29;-20,2;9,2;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;No;n/a
Portugal;38,88581076;-9,216643474;481210;4304127;Tagus basins;Carcavelos;Passage grave;Remains of two orthostats in the corridor;Beta-225170;4130;40;-19,92;8,14;1;2;n/a;n/a;n/a;Human bone;Chamber. Commingled bones;Chamber;Boaventura 2009;n/a;Boaventura 2009;n/a;No;n/a
Portugal;38,77337;-9,24386;478816;4291655;Tagus basins;Carenque 2;Rock-cut-tomb, artificial cave & hypogeum;n/a;OxTL-169j_h3;4130;420;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Context n/a. Dated by TL;n/a;"Whittle, Arnaud 1975; Boaventura 2011";"Whittle, Arnaud 1975; Boaventura 2011";Whittle, Arnaud 1975/Boaventura 2011/Lozano Medina 2017;n/a;No;n/a
Portugal;39,2916;-9,3292;471611;4349188;Tagus basins;Pai Mogo 1;Tholos;n/a;UBAR-539;4130;90;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants mainly;Human bone;Chamber;Chamber;Silva 2002/Waterman 2012;Silva 2012;Silva 2002/Silva 2012/Waterman 2012;n/a;No;n/a
Spain;36,96464562;-2,522645967;1076937;4110608;South;Los Millares 74;Tholos;n/a;SUERC-80507;4286;33;-18,2;14,8;n/a;n/a;n/a;n/a;n/a;Human teeth;Funerary chamber. Human Tooth 46 (adult);Chamber;Aranda Jimenez et al. 2020;n/a;Aranda Jimenez et al. 2020;Geographic coordinates approximated;No;n/a
Portugal;41,4839;-7,4019;633417;4593709;Duero basins;Mamoa do Castelo 1;Passage grave;n/a;CSIC-1814;4136;33;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Entrance area;Mound soil;Sanches et al 2005;n/a;Sanches et al 2005;n/a;No;n/a
Spain;36,96464562;-2,522645967;1076937;4110608;South;Los Millares 74;Tholos;n/a;SUERC-86911;4288;35;-18;12,4;n/a;n/a;n/a;n/a;n/a;Human teeth;Funerary chamber. Human Tooth 74 (Infantile 1);Chamber;Aranda Jimenez et al. 2020;n/a;Aranda Jimenez et al. 2020;Geographic coordinates approximated;No;n/a
Portugal;41,1114;-7,10806;658850;4552848;Duero basins;Vale da Cerva;Varia;n/a;GrA-8402;4140;45;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Cruz et al 2003;n/a;Cruz et al 2003;n/a;Yes;Bronze age site
Spain;37,26481871;-1,788277469;1139890;4148708;South;Almizaraque;Rock-cut-tomb, artificial cave & hypogeum;n/a;IRPA-1082;4290;60;-21,8;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Castro et al 1996;Castro et al 1996;Lozano Medina 2017;n/a;No;n/a
Spain;36,8431;-2,2072;1106036;4099066;South;El Barranquete 7;Tholos;n/a;CSIC-81_C;4290;92;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Charcoal;Chamber;Chamber;Muller 1998, 87/Chapman 1991, 86;Almagro Gorbea 1973, Alonso et al 1978;Almagro Gorbea 1973/Alonso et al 1978/Mu¬Åller 1998, 87/Chapman 1991, 86;CSIC-82 and CSIC-81 combined;No;n/a
Spain;36,96464562;-2,522645967;1076937;4110608;South;Los Millares 74;Tholos;n/a;CNA4451;4290;30;-19;10,1;n/a;n/a;n/a;n/a;n/a;Human bone;Funerary chamber;Chamber;Molina González et al. 2020;n/a;Molina González et al. 2020;Geographic coordinates approximated;No;n/a
Portugal;38,4515;-7,3989;639710;4257125;South;Olival da Pega 2b;Tholos;n/a;ICEN-955;4290;100;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber/depot 6/7;Chamber;Soares 1999;n/a;Soares 1999;n/a;No;n/a
Spain;41,8844;1,114722;1339654;4686696;Ebro basin;Reguers de Sero;Cist;n/a;Beta-230406;4150;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;RGS07-125;n/a;Telearchaeology.com;n/a;Telearchaeology.com;n/a;Yes;Bronze age cist
Portugal;38,4351;-7,4419;635988;4255241;South;Santa Margarida 3;Passage grave;n/a;Beta-176897;4290;40;-19,7;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Gonvßalvez 2003;n/a;Gonvßalvez 2003;n/a;No;n/a
Portugal;38,8821;-9,17056;485206;4303707;Tagus basins;Casainhos;Passage grave;Chamber with corridor and side burial;Beta-225168;4150;40;-20,2;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Boaventura 2009;n/a;Boaventura 2009;n/a;No;n/a
Spain;40,11161586;-3,851613377;938849;4452867;Tagus basins;Valdelasilla -St. 272;Grave;Oval-shaped chamber;Beta-573906;4150;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Cranium;Position secondary;Barroso et al. 2026;Barroso et al. 2026;Barroso et al. 2026;n/a;No;n/a
Spain;37,26481871;-1,788277469;1139890;4148708;South;Almizaraque;Rock-cut-tomb, artificial cave & hypogeum;n/a;UGRA-170;4300;90;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Gonzalez-Gomez et al 1986;Gonzalez-Gomez et al 1986;Lozano Medina 2017;n/a;No;n/a
Portugal;38,4482;-7,4432;635850;4256693;South;Poço da Gateira 1;Passage grave;Short corridor;OxTL169a_b2;4305;400;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Chamber. Dated by TL;Chamber;"Whittle, Arnaud 1975; Boaventura 2011";"Whittle, Arnaud 1975; Boaventura 2011";Whittle, Arnaud 1975/Boaventura 2011/Lozano Medina 2017;n/a;No;n/a
Spain;37,13723504;-1,852835214;1135229;4134087;South;Loma del Campo 2;Tholos;n/a;SUERC-86812;4316;35;-19,1;9,8;n/a;n/a;n/a;n/a;n/a;Human teeth;Human Tooth 47 (adult);Funerary area;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Spain;37,13723504;-1,852835214;1135229;4134087;South;Loma del Campo 2;Tholos;n/a;SUERC-86822;4325;34;-19,4;10,3;n/a;n/a;n/a;n/a;n/a;Human teeth;Human Tooth 47 (juvenile);Funerary area;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Portugal;40,5107;-8,0045;584339;4484918;Duero basins;Arquinha da Moura;Passage grave;n/a;GrA-9573;4160;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement chamber;Mound soil;Cruz et al 2003;n/a;Cruz et al 2003;n/a;No;n/a
Spain;41,33436702;1,916277067;1414110;4633763;East;Coveta del Marge del Moro;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-125440;4160;90;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Level IV;n/a;Oms et al 2016;n/a;Oms et al 2016;Geographic coordinates approximated;No;n/a
Spain;42,68669429;-1,908223815;1081086;4750470;Ebro basin;Aizibita;Dolmen;n/a;GrN-25699;4160;45;n/a;n/a;n/a;n/a;n/a;n/a;Mainly meat;Human bone;n/a;n/a;Beguiristain 2011;n/a;Beguiristain 2011;n/a;No;n/a
Spain;36,83798865;-2,207230234;1106074;4098498;South;El Barranquete 10;Tholos;n/a;Beta-436483;4330;30;-18,5;11;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber;Chamber;Aranda Jimenez et al 2018;n/a;Aranda Jimenez et al 2018;n/a;No;n/a
Spain;37,13723504;-1,852835214;1135229;4134087;South;Loma del Campo 2;Tholos;n/a;SUERC-86809;4332;35;-19;10,8;n/a;n/a;n/a;n/a;n/a;Human teeth;Human Tooth 84 (5-7 years);Funerary area;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Spain;37,13723504;-1,852835214;1135229;4134087;South;Loma del Campo 2;Tholos;n/a;SUERC-86810;4348;35;-19,4;9,6;n/a;n/a;n/a;n/a;n/a;Human teeth;Human Tooth 47 (adult);Funerary area;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Spain;37,14110374;-1,852472269;1135229;4134519;South;Loma de Belmonte;Tholos;n/a;SUERC-86831;4351;33;-18,7;10;n/a;n/a;n/a;n/a;n/a;Human teeth;Funerary chamber. Human Tooth 25 (10,5 years);Chamber;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Spain;37,14110374;-1,852472269;1135229;4134519;South;Loma de Belmonte;Tholos;n/a;SUERC-86848;4352;35;-18,1;10,8;n/a;n/a;n/a;n/a;n/a;Human teeth;Funerary chamber. Human Tooth 36 (adult);Chamber;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Spain;37,36603949;-3,297507176;1005163;4150765;South;Panoria 6;Varia;Cistoid structure with corridor;ETH-69960;4353;25;-19,8;9,7;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Tomb 6. Funerary chamber. Femur from an adult;Chamber;Aranda Jimenez et al 2017, Tab 2;n/a;n/a;n/a;No;n/a
Spain;37,36603377;-3,297615053;1005154;4150764;South;Panoria 8;Varia;Cistoid structure;SUERC-72323;4365;30;n/a;9,4;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Tomb 8. Funerary chamber (Phase I). Right femur from an adult;Chamber;Aranda Jimenez et al 2017, Tab 7;n/a;n/a;n/a;No;n/a
Spain;37,35357;-2,36844;1087654;4154782;South;La Ruina;Varia;n/a;MAD-507;4368;377;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Surface. Dated by TL;Mound;Roman et al 2000/Roman et al 2005;n/a;Roman et al 2000/Roman et al 2005/Lozano Medina 2017;Geographic coordinates approximated;No;n/a
Spain;36,96464562;-2,522645967;1076937;4110608;South;Los Millares 74;Tholos;n/a;SUERC-86903;4370;35;-18,5;13,1;n/a;n/a;n/a;n/a;n/a;Human teeth;Funerary chamber. Human Tooth 23 (adult);Chamber;Aranda Jimenez et al. 2020;n/a;Aranda Jimenez et al. 2020;Geographic coordinates approximated;No;n/a
Portugal;37,20637;-8,593535;536067;4117843;South;Monte Canelas 1;Rock-cut-tomb, artificial cave & hypogeum;n/a;OxA-5514;4370;60;-19,1;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber;Chamber;Moran, Parreira 2007;Silva 1997;Lozano Medina 2017;n/a;No;n/a
Spain;37,13723504;-1,852835214;1135229;4134087;South;Loma del Campo 2;Tholos;n/a;SUERC-86821;4380;32;-19,8;11,4;n/a;n/a;n/a;n/a;n/a;Human teeth;Human Tooth 47 (adult);Funerary area;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Portugal;38,834273;-9,337743;470686;4298440;Tagus basins;Folha de Barradas;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-234135;4170;40;-19,8;8,2;n/a;n/a;n/a;n/a;C3 plants mainly;Human bone;n/a;n/a;Boaventura 2009;Boaventura 2009;Lozano Medina 2017;n/a;No;n/a
Spain;36,96612597;-2,519133355;1077239;4110794;South;Los Millares 19;Tholos;n/a;KN-72;4380;120;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Funerary chamber;Chamber;Lozano Medina, Aranda Jimenez 2017;Schwabedissen, Freundlich 1966;Schwabedissen, Freundlich 1966/Lozano Medina, Aranda Jimenez 2017;Geographic coordinates approximated;No;n/a
Spain;37,14110374;-1,852472269;1135229;4134519;South;Loma de Belmonte;Tholos;n/a;SUERC-86849;4381;35;-18,8;10,8;n/a;n/a;n/a;n/a;n/a;Human teeth;Funerary chamber. Human Tooth 36 (adult);Chamber;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Portugal;41,2031;-8,009;583088;4561776;Duero basins;Chã da Parada 1;Passage grave;n/a;ICEN-408;4180;110;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement layer 5, mixed layer with ancient soil;Mound soil;Boaventura 2009;Cruz 1995;Boaventura 2009/Cruz 1995;n/a;No;n/a
Spain;37,13723504;-1,852835214;1135229;4134087;South;Loma del Campo 2;Tholos;n/a;SUERC-86818;4388;35;-19,3;8,4;n/a;n/a;n/a;n/a;n/a;Human teeth;Human Tooth 47 (adult);Funerary area;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Spain;37,14110374;-1,852472269;1135229;4134519;South;Loma de Belmonte;Tholos;n/a;SUERC-86839;4391;35;-18,4;10,4;n/a;n/a;n/a;n/a;n/a;Human teeth;Funerary chamber. Human Tooth 36 (adult);Chamber;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Spain;37,14110374;-1,852472269;1135229;4134519;South;Loma de Belmonte;Tholos;n/a;SUERC-86840;4391;35;-18,4;11,7;n/a;n/a;n/a;n/a;n/a;Human teeth;Funerary chamber. Human Tooth 36 (adult);Chamber;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Spain;39,9915;-4,2092;909075;4437819;Tagus basins;El Castillejo;Tumulus;n/a;GX-29784;4180;50;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Burial, Individual 15;Funerary area;Bueno Ramirez et al 2010, Tab 3;Bueno Ramirez et al 2005;Bueno Ramirez et al 2010/Bueno Ramirez et al 2005;n/a;No;n/a
Portugal;38,7696422;-9,267434851;476767;4291247;Tagus basins;Estria;Passage grave;n/a;Beta-208950;4180;50;-20;8,2;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber;Chamber;Boaventura 2009;n/a;Boaventura 2009;n/a;No;n/a
Portugal;38,76816692;-9,264709954;477003;4291083;Tagus basins;Monte Abraão;Passage grave;n/a;Beta-228580;4180;40;-19,96;7,9;1;3;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber;Chamber;Boaventura 2009;n/a;Boaventura 2009;n/a;No;n/a
Portugal;38,7641;-8,19525;569916;4290906;Tagus basins;Anta do Estanque;Passage grave;Short corridor;Wk-17091;4182;39;-20,1;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Boaventura 2009;Boaventura 2009;Boaventura 2009;n/a;No;n/a
Spain;37,13723504;-1,852835214;1135229;4134087;South;Loma del Campo 2;Tholos;n/a;SUERC-86829;4392;35;-19,7;10,5;n/a;n/a;n/a;n/a;n/a;Human teeth;Human Tooth 47 (adult);Funerary area;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Spain;37,13723504;-1,852835214;1135229;4134087;South;Loma del Campo 2;Tholos;n/a;SUERC-86827;4395;35;-19,1;10,7;n/a;n/a;n/a;n/a;n/a;Human teeth;Human Tooth 47 (adult);Funerary area;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Portugal;39,2242;-7,6795;613984;4342487;Tagus basins;Anta da Horta;Passage grave;n/a;Beta-194312;4190;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Oliveira 2006;n/a;Oliveira 2006;n/a;No;n/a
Portugal;39,7653492;-8,366745531;554239;4401905;Tagus basins;Rego da Murta 2;Passage grave;n/a;Beta-190007;4190;40;-19,8;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Figueiredo 2006;n/a;Figueiredo 2006;n/a;No;n/a
Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;n/a;CNA-589;4400;60;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;No;n/a
Spain;37,14110374;-1,852472269;1135229;4134519;South;Loma de Belmonte;Tholos;n/a;SUERC-86838;4404;35;-19,3;9,4;n/a;n/a;n/a;n/a;n/a;Human teeth;Funerary chamber. Human Tooth 36 (adult);Chamber;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Spain;43,1901;-8,9694;502486;4781925;North;Dombate new;Passage grave;n/a;CSIC-948;4200;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Surface tumulus;Mound;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294;n/a;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294;n/a;No;n/a
Spain;37,5933;-6,515;719393;4163595;South;Casullo;Gallery sepulchre;Rectilinear gallery;CNA-346;4410;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Funerary deposit;Funerary area;Linares, Garcia Sanjuan 2010;n/a;n/a;n/a;No;n/a
Portugal;38,4343;-7,43523;636572;4255162;South;Santa Margarida 2;Passage grave;n/a;Beta-153911;4410;60;-26,1;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Chamber;Chamber;Gonvßalvez 2001;n/a;Gonvßalvez 2001;n/a;No;n/a
Portugal;37,20637;-8,593535;536067;4117843;South;Monte Canelas 1;Rock-cut-tomb, artificial cave & hypogeum;n/a;OxA-5515;4420;60;-19,7;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber;Chamber;Moran, Parreira 2007;Silva 1997;Lozano Medina 2017;n/a;No;n/a
Portugal;39,70854;-7,98336;587148;4395902;Tagus basins;Anta de Lajinha;Passage grave;n/a;ITNLUM-202;4200;300;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Regolith (quartz);Mound base. Dated by OSL;Mound soil;Burbidge et al 2014;n/a;Burbidge et al 2014/Lozano Medina 2017;n/a;No;n/a
Spain;37,13723504;-1,852835214;1135229;4134087;South;Loma del Campo 2;Tholos;n/a;SUERC-87315;4421;25;-18,6;10,9;n/a;n/a;n/a;n/a;n/a;Human teeth;Human Tooth 47 (adult);Funerary area;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
