Country;Latitude;Longitude;Eastings_X;Northings_Y;Region;Site;Architecture;Architecture_note;LabNumber;C14;STD;Delta13C;Delta15N;MarineResources;AquaticResources;DeltaR;DeltaRErr;Food.source;Material;Context;Context_summary;Source;MainBibliography;Bibliography;Observations;Excluded;Reason_for_exclusion
Spain;36,96464562;-2,522645967;1076937;4110608;South;Los Millares 74;Tholos;n/a;SUERC-86908;4424;32;-19,3;10,1;n/a;n/a;n/a;n/a;n/a;Human teeth;Funerary chamber. Human Tooth 23 (adult);Chamber;Aranda Jimenez et al. 2020;n/a;Aranda Jimenez et al. 2020;Geographic coordinates approximated;No;n/a
Spain;37,13723504;-1,852835214;1135229;4134087;South;Loma del Campo 2;Tholos;n/a;SUERC-86823;4433;35;-18,9;9,8;n/a;n/a;n/a;n/a;n/a;Human teeth;Human Tooth 47 (adult);Funerary area;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Portugal;40,6077;-8,21356;566531;4495506;Duero basins;Pedra dos Mouros;Varia;Simple chamber without mound;Beta-228582;4210;50;-19,7;7,74;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber;Chamber;Boaventura 2009;n/a;Boaventura 2009;n/a;No;n/a
Spain;42,6821784;-1,86197133;1084920;4750289;Ebro basin;Morea;Passage grave;n/a;GrA-18888;4210;70;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Alday et al 2016;Beguiristain 2004;Beguiristain 2004/Alday et al 2016;n/a;No;n/a
Spain;37,13723504;-1,852835214;1135229;4134087;South;Loma del Campo 2;Tholos;n/a;SUERC-86813;4438;35;-19,3;9,3;n/a;n/a;n/a;n/a;n/a;Human teeth;Human Tooth 47 (adult);Funerary area;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Spain;37,13723504;-1,852835214;1135229;4134087;South;Loma del Campo 2;Tholos;n/a;SUERC-86828;4444;35;-19,3;9,8;n/a;n/a;n/a;n/a;n/a;Human teeth;Human Tooth 47 (adult);Funerary area;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Spain;37,13723504;-1,852835214;1135229;4134087;South;Loma del Campo 2;Tholos;n/a;SUERC-86820;4448;33;-19,9;8,7;n/a;n/a;n/a;n/a;n/a;Human teeth;Human Tooth 47 (adult);Funerary area;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Spain;36,7036;-4,84139;871541;4070059;South;Cuesta de los Almendrillos;Gallery sepulchre;n/a;GrN-25302;4450;20;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Garcia Sanjuan et al 2011;n/a;Garcia Sanjuan et al 2011;n/a;No;n/a
Portugal;41,2045;-8,0187;582273;4561923;Duero basins;Meninas do Crasto 4;Dolmen;Chamber destroyed. Cairn with lithic ring;GaK-10943;4220;140;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil;Paleosol;Cruz 1995;n/a;Cruz 1995;n/a;No;n/a
Portugal;37,20637;-8,593535;536067;4117843;South;Monte Canelas 1;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-290368;4450;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Inferior levels;n/a;Moran Hernandez 2014;n/a;Moran Hernandez 2014;n/a;No;n/a
Spain;36,3861;-5,7325;793097;4031734;South;Paraje de Monte Bajo 2;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-233952;4450;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Tomb 2. Centre of the chamber;Funerary area;Garcia Sanjuan et al 2011;n/a;Garcia Sanjuan et al 2011;n/a;No;n/a
Portugal;37,20637;-8,59354;536067;4117843;South;Monte Canelas 1;Rock-cut-tomb, artificial cave & hypogeum;n/a;ICEN-1159;4460;110;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Below funerary level;Mound soil;Boaventura 2009/Silva et al 2010;n/a;Boaventura 2009/Silva et al 2010;n/a;No;n/a
Portugal;37,20637;-8,593535;536067;4117843;South;Monte Canelas 1;Rock-cut-tomb, artificial cave & hypogeum;n/a;PSUAMS-3902;4465;25;-19,2;9,9;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Olalde et al 2019;n/a;Olalde et al 2019;n/a;No;n/a
Spain;42,09985668;-1,471584857;1122690;4688373;Ebro basin;Tres Montes;Rock-cut-tomb, artificial cave & hypogeum;n/a;N.R.2c;4225;65;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Fernandez Eraso et al 2007;n/a;Fernandez Eraso et al 2007;n/a;No;n/a
Spain;42,57060164;-2,566025068;1028153;4733238;Ebro basin;Dolmen de Alto de la Huesera;Passage grave;n/a;Beta-391716;4230;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;ALTH8;n/a;Fernandez Eraso et al. 2019;n/a;Fernandez Eraso et al. 2019;n/a;No;n/a
Spain;43,1901;-8,9694;502486;4781925;North;Dombate new;Passage grave;n/a;CSIC-892;4230;70;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Entrance area;Mound soil;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294;n/a;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294;n/a;No;n/a
Spain;36,96464562;-2,522645967;1076937;4110608;South;Los Millares 74;Tholos;n/a;SUERC-86907;4466;35;-19,2;9,5;n/a;n/a;n/a;n/a;n/a;Human teeth;Funerary chamber. Human Tooth 23 (adult);Chamber;Aranda Jimenez et al. 2020;n/a;Aranda Jimenez et al. 2020;Geographic coordinates approximated;No;n/a
Portugal;39,1206;-9,0901;492211;4330163;Tagus basins;Cabeço de Arruda 2;Tholos;n/a;UBAR-538;4230;100;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Silva 2002;n/a;Silva 2002;n/a;No;n/a
Spain;37,364;-2,357147;1088574;4156012;South;Las Churuletas 4;Passage grave;n/a;Beta-421157;4470;30;-19,5;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Tomb 4;Funerary area;Aranda Jimenez et al 2017;n/a;Aranda Jimenez et al 2017;Geographic coordinates approximated;No;n/a
Portugal;39,1206;-9,1011;491260;4330164;Tagus basins;Cabeço de Arruda 1;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-132975;4240;50;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants mainly;Human bone;Funerary deposity. Hipogeum;Funerary area;Waterman 2012/Pardo-Gordo, Carvalho 2020;Umbelino 2006;Waterman 2012/Pardo-Gordo, Carvalho 2020;n/a;No;n/a
Portugal;39,4448699;-7,472152519;631469;4367259;Tagus basins;Coureleiros 4;Passage grave;n/a;ICEN-976;4240;150;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Corridor;Oliveira 1997;Oliveira 1997;Oliveira 1997;n/a;No;n/a
Spain;37,13723504;-1,852835214;1135229;4134087;South;Loma del Campo 2;Tholos;n/a;SUERC-86817;4473;33;-18,8;10,4;n/a;n/a;n/a;n/a;n/a;Human teeth;Human Tooth 47 (adult);Funerary area;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Spain;40,64354128;-4,020146878;921142;4511125;Tagus basins;Entretérminos;Passage grave;n/a;Beta-16229;4250;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Jimenez Guijarro 2010;n/a;Jimenez Guijarro 2010;Practically destroyed. It could be a gallery grave;No;n/a
Portugal;39,2916;-9,3292;471611;4349188;Tagus basins;Pai Mogo 1;Tholos;n/a;Sac-1556;4250;90;-20,4;n/a;n/a;n/a;n/a;n/a;C3 plants mainly;Human bone;Chamber;Chamber;Boaventura 2009/Waterman 2012;n/a;Boaventura 2009/Waterman 2012;n/a;No;n/a
Spain;36,3861;-5,7325;793097;4031734;South;Paraje de Monte Bajo 2;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-233951;4480;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Tomb 2. Centre of the chamber;Funerary area;Garcia Sanjuan et al 2011;n/a;Garcia Sanjuan et al 2011;n/a;No;n/a
Portugal;38,8263;-9,4663;459523;4297604;Tagus basins;Praia das Maçãs;Tholos;n/a;H-2049;4260;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Chamber;Chamber;Soares, Cabral 1984;n/a;Soares, Cabral 1984;n/a;No;n/a
Spain;37,36375325;-2,357546812;1088540;4155982;South;Las Churuletas 3;Rundgraber & calero tomb;n/a;Beta-421156;4490;30;-19,1;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Tomb 3;Funerary area;Aranda Jimenez et al 2017;n/a;Aranda Jimenez et al 2017;Geographic coordinates approximated;No;n/a
Spain;42,6521;-8,1295;571352;4722549;North;Monte da Romea;Varia;Polygonal chamber;Ua-20003;4265;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Debris tumulus, entrance area;Mound;Mav±ana Borrazas 2003;n/a;Mav±ana Borrazas 2003;n/a;No;n/a
Spain;42,2692;-2,5239;1034177;4700017;Ebro basin;Collado Palomero 1;Dolmen;Intratumular corridor;CSIC-1065;4270;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Layer B2;n/a;Boaventura 2009;Lopez de Calle, Llarraza 1997;Boaventura 2009/Lopez de Calle, Llarraza 1997;n/a;No;n/a
Portugal;38,1723;-7,6333;619714;4225814;South;Sobreira de Cima 1;Rock-cut-tomb, artificial cave & hypogeum;n/a;Sac-2261;4500;50;-18,77;n/a;n/a;n/a;65;20;Relative high percentages of estuarine/riverine food;Human bone;Chamber;Chamber;Valera et al 2008/Valera 2013/Carvalho, Rocha 2016;n/a;Valera et al 2008/Valera 2013/Carvalho, Rocha 2016/Lozano Medina 2017;DeltaR values from Monge Soares, Matos Martins 2010;No;n/a
Spain;37,13723504;-1,852835214;1135229;4134087;South;Loma del Campo 2;Tholos;n/a;SUERC-86811;4505;35;-19;10,4;n/a;n/a;n/a;n/a;n/a;Human teeth;Human Tooth 47 (adult);Funerary area;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Portugal;38,88581076;-9,216643474;481210;4304127;Tagus basins;Carcavelos;Passage grave;Remains of two orthostats in the corridor;Beta-208518;4270;40;-20,2;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber. Commingled bones;Chamber;Boaventura 2009;n/a;Boaventura 2009;n/a;No;n/a
Portugal;38,693395;-9,372155;467635;4282818;Tagus basins;S. Pedro do Estoril 1;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-188390;4270;40;-19;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Gonvßalves 2005;Gonvßalves 2005;Lozano Medina 2017;n/a;No;n/a
Portugal;37,20637;-8,593535;536067;4117843;South;Monte Canelas 1;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-290366;4520;40;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;n/a;n/a;n/a;Moran Hernandez 2014;n/a;Moran Hernandez 2014;n/a;No;n/a
Portugal;38,187758;-7,501426;631238;4227708;South;Sobreira de Cima 4;Rock-cut-tomb, artificial cave & hypogeum;n/a;Sac-2256;4520;35;-19,26;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Valera 2013;Valera 2013;Lozano Medina 2017;n/a;No;n/a
Portugal;37,2238;-7,44825;637667;4120827;South;Castro Marim;Tholos;n/a;OxA-5441;4525;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Gomes et al 1994;n/a;Gomes et al 1994;n/a;No;n/a
Spain;37,36376283;-2,357147;1088576;4155986;South;Las Churuletas 5;Rundgraber & calero tomb;n/a;Beta-421158;4530;30;-19,5;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Tomb 5;Funerary area;Aranda Jimenez et al 2017;n/a;Aranda Jimenez et al 2017;Geographic coordinates approximated;No;n/a
Portugal;38,8884;-9,0788;493165;4304395;Tagus basins;Casal do Penedo;Passage grave;Site highly damaged. Indeterminated corridor;Beta-234134;4280;40;-19,89;7,19;1;0;n/a;n/a;n/a;Human bone;Chamber;Chamber;Boaventura 2009;n/a;Boaventura 2009;n/a;No;n/a
Portugal;38,8884;-9,0788;493165;4304395;Tagus basins;Casal do Penedo;Passage grave;Site highly damaged. Indeterminated corridor;Beta-229585;4280;40;-20,02;8,17;0;2;n/a;n/a;n/a;Human bone;Chamber;Chamber;Boaventura 2009;n/a;Boaventura 2009;n/a;No;n/a
Portugal;38,1723;-7,6333;619714;4225814;South;Sobreira de Cima 1;Rock-cut-tomb, artificial cave & hypogeum;n/a;Sac-2260;4530;50;-18,68;n/a;n/a;n/a;65;20;Relative high percentages of estuarine/riverine food;Human bone;Chamber;Chamber;Valera et al 2008/Valera 2013/Carvalho, Rocha 2016;n/a;Valera et al 2008/Valera 2013/Carvalho, Rocha 2016/Lozano Medina 2017;DeltaR values from Monge Soares, Matos Martins 2010;No;n/a
Spain;37,0233;-4,5489;896030;4106730;South;Dolmen de Viera;Passage grave;n/a;GrN-16067;4550;140;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil;Paleosol;Aranda Jimenez et al 2013, Tab 2;n/a;Aranda Jimenez et al 2013;n/a;No;n/a
Spain;42,4164;-4,39111;879236;4706310;Duero basins;Velilla;Dolmen;n/a;Beta-303956;4290;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Superior sepulchral level. Skeleton 12;;Zapatero Magdaleno 2015;n/a;Zapatero Magdaleno 2015;n/a;No;n/a
Spain;42,57060164;-2,566025068;1028153;4733238;Ebro basin;Dolmen de Alto de la Huesera;Passage grave;n/a;Beta-301226;4290;30;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;No;n/a
Spain;43,3949116;-2,7152219;1009026;4823890;North;Katillotxu V;Dolmen;Possibly cistoid structure, cuadrangular shaped of 2.20 x 0.80 m;Beta-259127;4290;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Lopez Quintana, Guenaga Lizasu 2009;n/a;Lopez Quintana, Guenaga Lizasu 2009;n/a;No;n/a
Portugal;37,20637;-8,593535;536067;4117843;South;Monte Canelas 1;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-305583;4550;40;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Inferior levels;n/a;Moran Hernandez 2014;n/a;Moran Hernandez 2014;n/a;No;n/a
Spain;37,36603124;-3,297747516;1005142;4150763;South;Panoria 7;Varia;Cistoid structure with corridor;Beta-448208;4550;30;n/a;10,2;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Tomb 7 funerary chamber;Chamber;Aranda Jimenez et al 2017, Tab 4;n/a;n/a;n/a;No;n/a
Portugal;38,1723;-7,6333;619714;4225814;South;Sobreira de Cima 1;Rock-cut-tomb, artificial cave & hypogeum;n/a;Wk-36005;4566;30;-19,46;8,78;7;9;65;20;Relative high percentages of estuarine/riverine food;Human bone;n/a;n/a;Valera 2013/Carvalho, Rocha 2016;Valera 2013;Valera et al 2008/Valera 2013/Carvalho, Rocha 2016/Lozano Medina 2017;DeltaR values from Monge Soares, Matos Martins 2010;No;n/a
Spain;36,96464562;-2,522645967;1076937;4110608;South;Los Millares 74;Tholos;n/a;SUERC-86912;4569;35;-19;n/a;n/a;n/a;n/a;n/a;n/a;Human teeth;Funerary chamber. Human Tooth 72 (Infantile 2);Chamber;Aranda Jimenez et al. 2020;n/a;Aranda Jimenez et al. 2020;Geographic coordinates approximated;No;n/a
Spain;37,35725713;-2,363637427;1088051;4155222;South;La Atalaya 9;Rundgraber & calero tomb;n/a;SUERC-69019;4578;29;-19,3;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Tomb 9;Funerary area;Aranda Jimenez et al 2017;n/a;Aranda Jimenez et al 2017;Geographic coordinates approximated;No;n/a
Portugal;39,7653492;-8,366745531;554239;4401905;Tagus basins;Rego da Murta 2;Passage grave;n/a;Beta-190004;4290;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Figueiredo 2006;n/a;Figueiredo 2006;n/a;No;n/a
Spain;42,57060164;-2,566025068;1028153;4733238;Ebro basin;Dolmen de Alto de la Huesera;Passage grave;n/a;Beta-301224;4300;30;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;No;n/a
Spain;43,08532619;-2,249403485;1049552;4792457;North;Mandubi Zelaia;Dolmen;Cistoid structure with cuadrangular shape of 1.80 x 1.14 m;GrA-18785;4300;50;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Charcoal;n/a;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a;No;n/a
Spain;42,6786;-8,77139;518730;4725150;North;Os Campiños 6;Passage grave;n/a;GrN-14328;4300;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Boaventura 2009;n/a;Boaventura 2009;n/a;No;n/a
Spain;37,35723212;-2,363376553;1088074;4155221;South;La Atalaya 8;Rundgraber & calero tomb;n/a;SUERC-69018;4582;29;-17,6;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Tomb 8;Funerary area;Aranda Jimenez et al 2017;n/a;Aranda Jimenez et al 2017;Geographic coordinates approximated;No;n/a
Portugal;39,70854;-7,98336;587148;4395902;Tagus basins;Anta de Lajinha;Passage grave;n/a;ITNLUM-273;4300;300;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Regolith (quartz);Corridor. Dated by OSL;Corridor;Burbidge et al 2014;n/a;Burbidge et al 2014/Lozano Medina 2017;n/a;No;n/a
Portugal;38,404;-7,5073;630336;4251696;South;Gorginos 2;Passage grave;Short corridor?;OxTL-169b_c3;4595;420;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Ceramic shard;Chamber. Dated by TL;Chamber;Whittle, Arnaud 1975/Boaventura 2011;Whittle, Arnaud 1975/Boaventura 2011;Whittle, Arnaud 1975/Boaventura 2011/Lozano Medina 2017;n/a;No;n/a
Spain;42,4164;-4,39111;879236;4706310;Duero basins;Velilla;Dolmen;n/a;Beta-303961;4310;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Superior sepulchral level;;Zapatero Magdaleno 2015;n/a;Zapatero Magdaleno 2015;n/a;No;n/a
Spain;42,9642;-2,21806;1053197;4779207;North;Praalata;Tumulus;n/a;I-17195;4310;110;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Cabal et al 2000, 131;n/a;Cabal et al 2000, 131;n/a;No;n/a
Portugal;38,1723;-7,6333;619714;4225814;South;Sobreira de Cima 1;Rock-cut-tomb, artificial cave & hypogeum;n/a;Wk-36003;4601;26;-19,45;9,43;7;16;65;20;Relative high percentages of estuarine/riverine food;Human bone;n/a;n/a;Valera 2013/Carvalho, Rocha 2016;Valera 2013;Valera et al 2008/Valera 2013/Carvalho, Rocha 2016/Lozano Medina 2017;DeltaR values from Monge Soares, Matos Martins 2010;No;n/a
Portugal;40,4979;-8,0252;582601;4483477;Duero basins;Orca 1 da Penela;Passage grave;n/a;GrA-9256;4320;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Ground level chamber;Paleosol;Cruz et al 2003;n/a;Cruz et al 2003;n/a;No;n/a
Spain;42,57060164;-2,566025068;1028153;4733238;Ebro basin;Dolmen de Alto de la Huesera;Passage grave;n/a;Beta-301221;4320;30;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;No;n/a
Spain;42,57060164;-2,566025068;1028153;4733238;Ebro basin;Dolmen de Alto de la Huesera;Passage grave;n/a;Beta-301223;4320;30;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;No;n/a
Spain;42,57060164;-2,566025068;1028153;4733238;Ebro basin;Dolmen de Alto de la Huesera;Passage grave;n/a;Beta-321416;4320;30;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;No;n/a
Spain;37,36603124;-3,297747516;1005142;4150763;South;Panoria 7;Varia;Cistoid structure with corridor;ETH-69961;4608;25;-18,2;9,3;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Tomb 7 funerary chamber. Right humerus from an adult;Chamber;Aranda Jimenez et al 2017, Tab 3;n/a;n/a;n/a;No;n/a
Spain;42,09985668;-1,471584857;1122690;4688373;Ebro basin;Tres Montes;Rock-cut-tomb, artificial cave & hypogeum;n/a;N.R.2b;4330;110;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Andres et al 2007;n/a;Andres et al 2007;n/a;No;n/a
Portugal;38,4482;-7,4432;635850;4256693;South;Poço da Gateira 1;Passage grave;Short corridor;OxTL169a_b3;4615;450;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Chamber. Dated by TL;Chamber;"Whittle, Arnaud 1975; Boaventura 2011";"Whittle, Arnaud 1975; Boaventura 2011";Whittle, Arnaud 1975/Boaventura 2011/Lozano Medina 2017;n/a;No;n/a
Portugal;38,1129;-8,7242;524177;4218377;South;Pedra Branca;Passage grave;n/a;ICEN-1040;4620;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Pardo-Gordo, Carvalho 2020;Soares 2010;Pardo-Gordo, Carvalho 2020/Soares 2010;n/a;No;n/a
Spain;42,57060164;-2,566025068;1028153;4733238;Ebro basin;Dolmen de Alto de la Huesera;Passage grave;n/a;Beta-301220;4340;30;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;No;n/a
Portugal;38,8067;-9,20524;482179;4295346;Tagus basins;Trigache 2;Passage grave;n/a;Beta-239755;4340;40;-19,7;8,4;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Boaventura 2009/Guiry 2016;n/a;Boaventura 2009/Guiry 2016;n/a;No;n/a
Spain;43,08532619;-2,249403485;1049552;4792457;North;Mandubi Zelaia;Dolmen;Cistoid structure with cuadrangular shape of 1.80 x 1.14 m;GrA-16943;4345;45;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Charcoal;n/a;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a;No;n/a
Portugal;38,1129;-8,7242;524177;4218377;South;Pedra Branca;Passage grave;n/a;ICEN-1041;4620;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Passage;Corridor;Pardo-Gordo, Carvalho 2020;Soares 2010;Pardo-Gordo, Carvalho 2020/Soares 2010;n/a;No;n/a
Spain;42,57060164;-2,566025068;1028153;4733238;Ebro basin;Dolmen de Alto de la Huesera;Passage grave;n/a;Beta-301222;4350;30;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;No;n/a
Spain;42,57457518;-2,6219053;1023531;4733330;Ebro basin;El Sotillo;Passage grave;n/a;Beta-299305;4350;30;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;No;n/a
Portugal;37,123015;-7,857398;601502;4109129;South;Monte do Castelo;Rock-cut-tomb, artificial cave & hypogeum;n/a;ICEN-738;4630;45;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Bone;n/a;n/a;Rocha 2016;Cardoso et al 1991;Cardoso et al 1991/rocha 2016;n/a;No;n/a
Portugal;38,4482;-7,4432;635850;4256693;South;Poço da Gateira 1;Passage grave;Short corridor;OxTL169a_b1;4640;430;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Chamber (pot 9). Dated by TL;Chamber;"Whittle, Arnaud 1975; Boaventura 2011";"Whittle, Arnaud 1975; Boaventura 2011";Whittle, Arnaud 1975/Boaventura 2011/Lozano Medina 2017;n/a;No;n/a
Spain;37,26481871;-1,788277469;1139890;4148708;South;Almizaraque;Rock-cut-tomb, artificial cave & hypogeum;n/a;SUA-1169;4650;90;n/a;n/a;n/a;n/a;-170;70;n/a;Shell;n/a;n/a;Walker 1985;Walker 1985;Lozano Medina 2017;DeltaR values from Monge Soares, Matos Martins 2010;No;n/a
Spain;42,5807056;-2,6528964;1020935;4733820;Ebro basin;Dolmen de Layaza;Passage grave;n/a;Beta-317863;4360;30;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;No;n/a
Portugal;39,4472;-7,31726;644793;4367755;Tagus basins;Bola da Cera;Passage grave;n/a;ICEN-66;4360;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Oliveira 1997;Soares, Cabral 1993;Oliveira 1997/Soares, Cabral 1993;n/a;No;n/a
Portugal;40,8348;-7,7555;604926;4521163;Duero basins;Orca das Castenairas;Passage grave;n/a;OxA-7435;4365;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Atrium;Funerary area;Senna-Martinez, Ventura 2008;n/a;Senna-Martinez, Ventura 2008;n/a;No;n/a
Spain;42,95178832;-2,22810741;1052488;4777762;North;Etxegarate;Dolmen;n/a;Ua-35429;4365;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Bone;n/a;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a;No;n/a
